"p_val ""avg_log2FC"" ""pct.1"" ""pct.2"" ""p_val_adj"" ""cluster"" ""gene"""
"742 3.11069560113396e-31 1.40402001867842 0.62 0.185 4.06350166376129e-27 ""19"" ""LOC5576693"""
"743 1.0528950890433e-30 1.44684063453899 0.796 0.338 1.37539685481726e-26 ""19"" ""LOC5579663"""
"744 5.68244533329738e-30 1.32322627282125 0.713 0.251 7.42297833888636e-26 ""19"" ""LOC5569036"""
"745 1.92967564979664e-26 1.22210787613657 0.833 0.445 2.52073530132936e-22 ""19"" ""LOC5576976"""
"746 8.81395089917708e-23 1.03974670386072 0.954 0.654 1.1513664059595e-18 ""19"" ""LOC5578723"""
"747 3.78406601251258e-22 1.16447656631428 0.917 0.674 4.94312543214518e-18 ""19"" ""LOC5576358"""
"748 6.3242318106865e-22 1.34217058080175 0.435 0.129 8.26134401429978e-18 ""19"" ""LOC5572844"""
"749 5.18660957451419e-21 1.34422702268651 0.917 0.684 6.77526808718789e-17 ""19"" ""LOC5575608"""
"750 1.97343529444984e-20 1.11936638388735 0.556 0.213 2.57789852513982e-16 ""19"" ""LOC5575663"""
"751 5.34074640460059e-18 1.1094431554512 0.676 0.323 6.97661702832975e-14 ""19"" ""LOC110678553"""
"752 1.54990489384703e-17 1.05457838739633 0.796 0.517 2.02464076283238e-13 ""19"" ""LOC5572945"""
"753 2.94958247852172e-17 1.02170226020121 0.648 0.283 3.85303959169292e-13 ""19"" ""LOC110676731"""
"754 9.63716862960755e-17 1.61563679973328 0.343 0.107 1.25890333808563e-12 ""19"" ""LOC5573122"""
"755 2.56904294402458e-16 1.15113165457346 0.731 0.431 3.35594079777931e-12 ""19"" ""LOC5577268"""
"756 4.8329907238138e-16 1.01476831815121 0.639 0.313 6.31333578251797e-12 ""19"" ""LOC5569245"""
"757 1.16281655429668e-15 1.1131159384988 0.648 0.321 1.51898726487776e-11 ""19"" ""LOC110681487"""
"758 7.58418436111238e-13 1.44257233976939 0.546 0.291 9.9072200309211e-09 ""19"" ""LOC110678439"""
"759 6.98451866402087e-12 1.02146818797539 0.667 0.396 9.12387673081046e-08 ""19"" ""LOC5578232"""
"760 4.78046800477821e-11 1.27378750847958 0.333 0.128 6.24472535464178e-07 ""19"" ""LOC5575298"""
"761 1.05282673026738e-255 2.7069802827681 0.469 0.009 1.37530755774828e-251 ""20"" ""Ir75f"""
"762 1.27884037959055e-205 3.20042287336039 0.327 0.005 1.67054918785914e-201 ""20"" ""LOC110680937"""
"763 1.53792694515992e-147 2.5628901284706 0.388 0.014 2.0089939684624e-143 ""20"" ""Ir75i"""
"764 2.55548668169447e-142 2.56215804857103 0.469 0.023 3.33823225229748e-138 ""20"" ""Ir75e"""
"765 5.7347200094526e-115 1.36348859660242 0.316 0.012 7.49126474834792e-111 ""20"" ""LOC5576844"""
"766 1.54781129577499e-103 4.34416083925429 0.449 0.032 2.02190589567087e-99 ""20"" ""Ir75g"""
"767 1.73546056607883e-69 3.47557372872758 0.347 0.028 2.26703213746878e-65 ""20"" ""LOC5578878"""
"768 1.00668134218549e-51 2.41335463672161 0.592 0.114 1.31502783729691e-47 ""20"" ""Ir8a"""
"769 1.41524967349683e-50 1.95659371721524 0.633 0.132 1.84874064848891e-46 ""20"" ""LOC23687794"""
"770 5.26869547557833e-46 1.40178025950024 0.408 0.057 6.88249689974797e-42 ""20"" ""LOC5568005"""
"771 1.44209204516064e-43 1.43767334964581 0.367 0.05 1.88380483859335e-39 ""20"" ""LOC5575889"""
"772 1.34972894891727e-37 1.81362095408395 0.541 0.123 1.76315092597063e-33 ""20"" ""LOC110676086"""
"773 1.86085571686347e-37 1.07991546228773 0.276 0.032 2.43083582293875e-33 ""20"" ""LOC5564164"""
"774 1.97251682071723e-36 1.6199939598573 0.857 0.349 2.57669872290291e-32 ""20"" ""LOC5576344"""
"775 4.77762841014147e-32 1.94997975493648 0.49 0.121 6.24101599216781e-28 ""20"" ""LOC5564305"""
"776 1.48974219499212e-31 2.36211386977579 0.51 0.132 1.9460502293182e-27 ""20"" ""LOC5565010"""
"777 1.86195593643395e-31 1.64329695067455 0.418 0.086 2.43227303976367e-27 ""20"" ""LOC5565327"""
"778 2.42955958320952e-27 1.57331550316285 0.439 0.104 3.1737336835466e-23 ""20"" ""LOC5571395"""
"779 1.27966185667711e-26 1.23034391951646 0.245 0.035 1.6716222833773e-22 ""20"" ""LOC5578194"""
"780 2.2124174770502e-26 1.22415004266954 0.204 0.025 2.89008095027068e-22 ""20"" ""LOC5569654"""
"781 4.66223412021984e-26 1.31469047532071 0.296 0.052 6.09027643124318e-22 ""20"" ""LOC5576941"""
"782 5.70860608554606e-26 1.10201750452787 0.388 0.083 7.45715212954882e-22 ""20"" ""LOC5577252"""
"783 9.56667119660498e-26 1.19569277905167 0.296 0.052 1.24969425841251e-21 ""20"" ""LOC5575776"""
"784 1.62009804777699e-25 1.24678652295856 0.408 0.094 2.11633407981108e-21 ""20"" ""LOC5564013"""
"785 1.27665847009386e-24 1.61807829377409 0.653 0.24 1.6676989594836e-20 ""20"" ""LOC5575487"""
"786 5.27294652249368e-24 1.93742718967569 0.459 0.135 6.88805004233349e-20 ""20"" ""LOC5564382"""
"787 1.83573952123035e-23 1.57510390983685 0.408 0.103 2.39802653658321e-19 ""20"" ""LOC5565277"""
"788 4.23784894659896e-22 1.11972555350416 0.398 0.101 5.53590207894222e-18 ""20"" ""LOC5571216"""
"789 5.06435977874595e-22 1.05595562909021 0.939 0.631 6.61557317897583e-18 ""20"" ""LOC5578809"""
"790 9.40426531620233e-22 1.06165134985919 0.367 0.087 1.22847917825551e-17 ""20"" ""LOC5565618"""
"791 6.49451799710991e-21 1.89668657413181 0.469 0.15 8.48378885962468e-17 ""20"" ""LOC5576812"""
"792 1.10963577180247e-20 1.58688062934878 0.622 0.245 1.44951720870557e-16 ""20"" ""LOC5570038"""
"793 2.32104785154834e-20 2.53283850195257 0.469 0.17 3.0319848084776e-16 ""20"" ""LOC5572327"""
"794 4.9256400070317e-20 1.53629459015542 0.429 0.123 6.43436354118551e-16 ""20"" ""LOC5576296"""
"795 5.28980258563779e-20 1.70463043889806 0.429 0.127 6.91006911761865e-16 ""20"" ""LOC5576274"""
"796 9.45644800329161e-20 1.16376383942757 0.184 0.027 1.23529580266998e-15 ""20"" ""LOC5565819"""
"797 1.13603955961923e-19 1.8589819517675 0.337 0.085 1.4840084767306e-15 ""20"" ""LOC5566111"""
"798 2.5673595314828e-19 1.37699984904327 0.408 0.118 3.35374175597598e-15 ""20"" ""LOC5566047"""
"799 1.53009611066912e-17 2.63753200347237 0.653 0.355 1.99876454936707e-13 ""20"" ""LOC5574548"""
"800 1.78663266908919e-17 1.66339086768907 0.245 0.051 2.3338782556312e-13 ""20"" ""LOC5570152"""
"801 3.62338000319084e-17 1.7893734755265 0.52 0.214 4.7332212981682e-13 ""20"" ""LOC5574708"""
"802 1.32401922007878e-16 1.46028697463684 0.429 0.149 1.72956630718891e-12 ""20"" ""LOC5565303"""
"803 2.63165678035539e-16 1.91522158876029 0.5 0.202 3.43773325217824e-12 ""20"" ""LOC5577433"""
"804 6.73325222324924e-16 1.64221817497688 0.776 0.484 8.79564737923049e-12 ""20"" ""LOC5566546"""
"805 9.78860326599172e-16 1.01803331013693 0.255 0.059 1.2786852446365e-11 ""20"" ""LOC5570299"""
"806 1.48857001338883e-15 1.46938593814026 0.49 0.199 1.94451900848983e-11 ""20"" ""LOC5573385"""
"807 1.89742322184814e-15 1.72465404496498 0.51 0.228 2.47860395470022e-11 ""20"" ""LOC5567760"""
"808 2.3279912646961e-14 1.09292060335039 0.194 0.039 3.04105498907252e-10 ""20"" ""LOC110678741"""
"809 4.0592159281251e-14 1.00890038740276 0.306 0.088 5.30255376690982e-10 ""20"" ""LOC110677859"""
"810 6.1237197516676e-14 1.18928622895216 0.439 0.164 7.99941511160338e-10 ""20"" ""LOC5572837"""
"811 7.53599954705916e-14 1.12320855418521 0.235 0.058 9.84427620832338e-10 ""20"" ""LOC5574871"""
"812 7.71484879657446e-14 1.0557142337614 0.194 0.04 1.00779069829652e-09 ""20"" ""LOC110679835"""
"813 8.16093929074589e-14 1.21585769598381 0.959 0.847 1.06606349955014e-09 ""20"" ""LOC5565213"""
"814 9.50070076642568e-14 1.99180402002848 0.449 0.19 1.24107654111819e-09 ""20"" ""LOC5570721"""
"815 9.94077840926273e-14 1.2886132346452 0.276 0.077 1.29856388360199e-09 ""20"" ""LOC5573047"""
"816 1.53593177086113e-13 1.86331443281262 0.286 0.082 2.0063876722759e-09 ""20"" ""LOC5567317"""
"817 1.76174213781659e-13 1.3555094280203 0.531 0.224 2.30136375462981e-09 ""20"" ""LOC5577565"""
"818 1.279017257762e-12 1.17296536317839 0.408 0.162 1.6707802438145e-08 ""20"" ""LOC5568400"""
"819 1.33206897457286e-12 1.0369210601308 0.643 0.319 1.74008170148453e-08 ""20"" ""LOC5576985"""
"820 4.83428304396608e-12 1.49851814037262 0.51 0.252 6.3150239403329e-08 ""20"" ""LOC5574043"""
"821 5.19839354279259e-12 1.00408286727933 0.276 0.083 6.79066148494996e-08 ""20"" ""LOC5569794"""
"822 7.98814062688728e-12 1.00127760859909 0.816 0.57 1.04349081009028e-07 ""20"" ""LOC5573750"""
"823 1.30275788927486e-11 1.28533196705774 0.612 0.343 1.70179263075974e-07 ""20"" ""LOC5569810"""
"824 1.98287010290639e-11 1.02381979525226 0.296 0.095 2.59022321542662e-07 ""20"" ""LOC5564378"""
"825 6.63126711215149e-11 1.12506835788108 0.48 0.232 8.66242422860349e-07 ""20"" ""LOC5572044"""
"826 7.22846530044427e-11 1.04949175559554 0.316 0.111 9.44254422197035e-07 ""20"" ""LOC5567092"""
"827 1.07925475251062e-10 1.78382595711697 0.786 0.578 1.40983048320462e-06 ""20"" ""LOC110677938"""
"828 3.5249172626105e-10 1.39286190980472 0.622 0.414 4.6045994201481e-06 ""20"" ""LOC5574136"""
"829 8.54898485836888e-10 2.03535239162163 0.49 0.242 1.11675389204873e-05 ""20"" ""LOC5576566"""
"830 1.24014461134259e-09 1.31878671308727 0.5 0.263 1.62000090579682e-05 ""20"" ""LOC5572656"""
"831 2.67880744591363e-08 1.79873620198806 0.561 0.332 0.000349932616659697 ""20"" ""LOC5575457"""
"832 6.50330807914589e-07 1.01314823609037 0.633 0.417 0.00849527134378827 ""20"" ""LOC5577413"""
"833 6.84431731984767e-07 1.54145135410503 0.602 0.445 0.00894073171491701 ""20"" ""LOC5573643"""
"834 7.66923544034582e-07 1.45418022007399 0.255 0.101 0.0100183222557237 ""20"" ""LOC5569806"""
"835 8.69087572292462e-07 1.37206882720039 0.459 0.279 0.0113528909568564 ""20"" ""LOC5569887"""
"836 2.71833865276802e-06 1.52636060516879 0.214 0.086 0.0355096578211086 ""20"" ""LOC5569572"""
"837 4.8707308639959e-05 1.49965739029423 0.204 0.09 0.636263572763785 ""20"" ""LOC5576988"""
"838 5.50055019929075e-05 1.15954482951786 0.357 0.21 0.718536872533351 ""20"" ""LOC5570552"""
"839 0.00018794845085935 1.91831779066832 0.367 0.239 1 ""20"" ""LOC5567816"""
"840 0.00032857602952136 1.3115952513439 0.143 0.059 1 ""20"" ""LOC5574686"""
"841 0.000667970004818131 1.10646085870807 0.571 0.469 1 ""20"" ""LOC5570169"""
"842 0.00100494969701364 1.08217344453747 0.255 0.144 1 ""20"" ""LOC5579861"""
"843 0 4.25131626957483 0.989 0.029 0 ""21"" ""Or85"""
"844 8.57642739908378e-97 2.68405525280317 0.989 0.175 1.12033871114231e-92 ""21"" ""Or84"""
"845 3.21602071954698e-72 1.92965073429652 0.621 0.08 4.20108786594423e-68 ""21"" ""LOC5579957"""
"846 5.29676083056719e-52 2.18774102905592 0.908 0.269 6.91915867296992e-48 ""21"" ""LOC23687899"""
"847 1.32370166733555e-44 1.44273467772641 0.437 0.062 1.72915148804043e-40 ""21"" ""LOC5574178"""
"848 5.6831147234399e-44 2.07418798170305 1 0.631 7.42385276322954e-40 ""21"" ""LOC5578809"""
"849 2.90885378545656e-36 1.3477182693437 0.805 0.235 3.7998356999419e-32 ""21"" ""LOC5566816"""
"850 2.6587365552331e-30 1.80937927642355 0.724 0.278 3.473107562101e-26 ""21"" ""LOC5578490"""
"851 1.97561312667265e-27 1.33219855220502 0.989 0.615 2.58074342737249e-23 ""21"" ""LOC5569257"""
"852 4.3795596410424e-26 1.2718355482244 1 0.915 5.72101875909369e-22 ""21"" ""LOC5571599"""
"853 7.21167455001537e-26 1.1402470820797 1 0.883 9.42061046468507e-22 ""21"" ""LOC5578520"""
"854 2.09123789071898e-24 1.63961383602983 0.701 0.292 2.73178405664621e-20 ""21"" ""LOC23687432"""
"855 2.26752041594581e-24 1.34944384903019 0.966 0.706 2.96206191935001e-20 ""21"" ""LOC110678585"""
"856 1.60670248337823e-23 1.65183777242512 0.54 0.174 2.09883545403698e-19 ""21"" ""LOC5569410"""
"857 3.07470939462702e-23 1.38164546379364 0.54 0.166 4.01649288220127e-19 ""21"" ""LOC5571159"""
"858 4.57917849967226e-22 1.20405843126883 0.966 0.885 5.98178087412187e-18 ""21"" ""LOC5576029"""
"859 1.94318326382482e-21 1.13556255138192 0.218 0.032 2.53838029753436e-17 ""21"" ""LOC5580164"""
"860 3.35615765342538e-21 1.41652697321913 0.402 0.102 4.38414874266958e-17 ""21"" ""LOC5571839"""
"861 6.06068087688723e-21 1.1671442362666 0.885 0.493 7.91706742947779e-17 ""21"" ""LOC110675652"""
"862 1.01888951262751e-19 1.70805968955173 0.529 0.188 1.33097537034532e-15 ""21"" ""LOC5577895"""
"863 2.97792768230348e-19 1.82776850870762 0.529 0.188 3.89006693139303e-15 ""21"" ""LOC5572508"""
"864 8.85509019158845e-18 1.03581337125751 0.356 0.089 1.1567404317272e-13 ""21"" ""LOC5575639"""
"865 2.40629685210765e-16 1.37233330118761 0.586 0.252 3.14334557790822e-12 ""21"" ""LOC5565729"""
"866 2.64833352781059e-15 1.49218826558983 0.598 0.276 3.45951808737898e-11 ""21"" ""LOC110679391"""
"867 5.31755944137388e-15 1.36385402352942 0.494 0.192 6.9463278982667e-11 ""21"" ""LOC5567765"""
"868 7.09766979378497e-11 1.01548941055222 0.448 0.191 9.27168605162131e-07 ""21"" ""LOC5570721"""
"869 1.42388055393695e-05 1.06911246302764 0.575 0.432 0.186001516760783 ""21"" ""LOC5564449"""
"870 0 3.65087127366824 0.946 0.024 0 ""22"" ""LOC110677254"""
"871 3.08768562278727e-221 3.41013859107254 0.946 0.054 4.03344372904701e-217 ""22"" ""LOC5569115"""
"872 3.57990102187211e-128 3.10371583352339 0.811 0.07 4.67642470487154e-124 ""22"" ""LOC5569139"""
"873 8.08418590621739e-117 2.5965172962005 0.757 0.066 1.05603720492918e-112 ""22"" ""LOC5569951"""
"874 4.67174386045318e-67 2.30311528596817 0.662 0.086 6.10269900490999e-63 ""22"" ""LOC110677245"""
"875 1.22332392493926e-59 2.41636813368896 0.824 0.166 1.59802804314816e-55 ""22"" ""LOC5570551"""
"876 2.26767683307748e-54 2.25439121318413 0.838 0.184 2.96226624704911e-50 ""22"" ""LOC5576693"""
"877 2.20209049621806e-52 3.52850462082166 0.635 0.111 2.87659081520966e-48 ""22"" ""LOC5567517"""
"878 1.63891397890171e-48 2.16460737859867 0.689 0.136 2.1409133306393e-44 ""22"" ""LOC5569062"""
"879 3.27700056782583e-45 2.12424764751962 0.892 0.252 4.28074584175088e-41 ""22"" ""LOC5569036"""
"880 3.062644782228e-41 1.89566855427313 0.946 0.339 4.00073287902444e-37 ""22"" ""LOC5579663"""
"881 1.59956595032659e-40 1.64754345015393 1 0.947 2.08951300091163e-36 ""22"" ""LOC5574135"""
"882 8.66376043772059e-40 1.09851744013107 0.311 0.03 1.13174702597944e-35 ""22"" ""LOC5573798"""
"883 1.16409809465203e-38 2.08771870009423 0.959 0.434 1.52066134104395e-34 ""22"" ""LOC5577136"""
"884 5.04372824557358e-37 2.06606772101306 0.973 0.482 6.58862220719277e-33 ""22"" ""LOC5566546"""
"885 3.89073715079373e-36 2.3311875033488 0.919 0.486 5.08246994008186e-32 ""22"" ""LOC5574559"""
"886 4.42987814962453e-35 1.96322483523419 0.932 0.381 5.78674982685453e-31 ""22"" ""LOC5577138"""
"887 2.71962639089119e-34 1.58697688497965 0.797 0.239 3.55264795442116e-30 ""22"" ""LOC5576566"""
"888 1.09103881604966e-30 1.51234215570157 1 0.676 1.42522400540567e-26 ""22"" ""LOC5577062"""
"889 1.21692031982122e-30 1.4533030165754 0.986 0.706 1.58966301378246e-26 ""22"" ""LOC5566057"""
"890 1.5284415771934e-29 1.48542009833655 0.541 0.114 1.99660323228774e-25 ""22"" ""LOC5568262"""
"891 1.54511494298528e-29 1.53170133723663 0.892 0.316 2.01838365002167e-25 ""22"" ""LOC23687412"""
"892 3.83974340044303e-29 1.62833992920582 0.973 0.616 5.01585680399873e-25 ""22"" ""LOC5578976"""
"893 1.22642041591659e-27 1.38692484836196 0.608 0.152 1.60207298931185e-23 ""22"" ""LOC5570893"""
"894 3.55467941919017e-26 1.42084856133298 0.986 0.524 4.64347772528811e-22 ""22"" ""LOC110677676"""
"895 3.89183586034326e-26 1.08799343709307 0.311 0.045 5.0839051843664e-22 ""22"" ""LOC5574031"""
"896 5.60868588800411e-26 1.83478584701759 0.824 0.348 7.32662637549977e-22 ""22"" ""LOC110677033"""
"897 2.45763940176345e-25 1.31622350991537 0.986 0.655 3.21041435052359e-21 ""22"" ""LOC5578723"""
"898 1.20317047905791e-24 1.15598152599873 0.716 0.219 1.57170159679335e-20 ""22"" ""LOC110674070"""
"899 1.41864614118498e-24 1.58187807294588 0.608 0.169 1.85317745422994e-20 ""22"" ""LOC5574103"""
"900 3.64387924419517e-24 1.45297858476836 0.797 0.302 4.75999945669215e-20 ""22"" ""LOC5575982"""
"901 3.75309376333755e-24 1.34826073858048 0.554 0.148 4.90266638304785e-20 ""22"" ""LOC5565303"""
"902 2.08990849202065e-23 1.49209128564884 0.851 0.368 2.73004746312658e-19 ""22"" ""LOC5564419"""
"903 6.97380574163131e-23 1.27430273778107 0.405 0.084 9.10988244029298e-19 ""22"" ""LOC5570660"""
"904 7.7151027702716e-23 1.46263556872238 0.622 0.191 1.00782387488058e-18 ""22"" ""LOC5567765"""
"905 2.37361078451812e-22 1.34001220887613 0.851 0.369 3.10064776781603e-18 ""22"" ""LOC5577306"""
"906 2.63331939115685e-22 1.15824708825507 0.649 0.205 3.43990512066819e-18 ""22"" ""LOC5575378"""
"907 3.35367782689866e-22 1.44606899572591 0.676 0.232 4.38090934527772e-18 ""22"" ""LOC5570445"""
"908 6.89604427031694e-22 1.23097555335408 0.946 0.599 9.00830263031502e-18 ""22"" ""LOC5570412"""
"909 2.8074788177761e-21 1.85844733253122 0.878 0.511 3.66740957966092e-17 ""22"" ""LOC5572280"""
"910 3.31650465171888e-21 1.1166616764332 1 0.722 4.33235002654038e-17 ""22"" ""LOC110678020"""
"911 2.35104688677875e-20 1.27651216565953 0.932 0.675 3.07117254819908e-16 ""22"" ""LOC5576358"""
"912 6.99075552100098e-20 1.11849926036253 0.986 0.64 9.13202393708358e-16 ""22"" ""LOC5564929"""
"913 7.56280466103922e-20 1.3157615773464 0.905 0.548 9.87929172871553e-16 ""22"" ""LOC5575615"""
"914 2.92710596430172e-19 1.33010742131339 0.946 0.577 3.82367852116733e-15 ""22"" ""LOC110677938"""
"915 1.27258039439948e-18 1.38743534497238 0.595 0.199 1.66237176920404e-14 ""22"" ""LOC5573385"""
"916 2.79249743133665e-18 1.21144260036989 0.378 0.088 3.64783939455507e-14 ""22"" ""LOC5565327"""
"917 2.8042767807381e-18 1.33646140258818 0.838 0.432 3.66322675867818e-14 ""22"" ""LOC5575526"""
"918 4.89856594603595e-18 1.31123906753597 0.824 0.407 6.39899669530676e-14 ""22"" ""LOC5564565"""
"919 5.56925399803288e-18 1.89089349484538 0.635 0.243 7.27511649763035e-14 ""22"" ""LOC5577442"""
"920 1.24932172619157e-17 1.04915989248003 0.797 0.37 1.63198897092405e-13 ""22"" ""LOC5572546"""
"921 1.3499169743316e-17 1.09010384196253 0.959 0.778 1.76339654356937e-13 ""22"" ""LOC5569913"""
"922 4.00533633632238e-16 1.06740379437271 0.446 0.124 5.23217085613793e-12 ""22"" ""LOC5576296"""
"923 4.50379625857671e-16 1.31987245374274 0.622 0.236 5.88330905257876e-12 ""22"" ""LOC5567816"""
"924 7.02242470050936e-16 1.0538584970409 0.486 0.148 9.17339338627538e-12 ""22"" ""LOC5566745"""
"925 8.76071178657801e-16 1.19333753092353 0.905 0.804 1.14441178068069e-11 ""22"" ""LOC5569646"""
"926 2.3680694264285e-15 1.66343009246434 0.689 0.332 3.09340909174356e-11 ""22"" ""LOC5568034"""
"927 3.21403441543879e-15 1.14277638614179 0.878 0.53 4.19849315688769e-11 ""22"" ""LOC5574550"""
"928 3.89292227763311e-15 1.01166422192825 0.905 0.62 5.08532437127214e-11 ""22"" ""LOC5564645"""
"929 1.61349822859135e-14 1.13104510074769 0.838 0.548 2.10771273600888e-10 ""22"" ""LOC5574464"""
"930 8.05954603074775e-14 1.15382781688085 0.811 0.485 1.05281849799658e-09 ""22"" ""LOC5572914"""
"931 8.76039156039196e-14 1.01781587945784 0.73 0.345 1.144369949534e-09 ""22"" ""LOC5565253"""
"932 1.65307474883016e-13 1.01288973074973 0.689 0.285 2.15941154439683e-09 ""22"" ""LOC110676731"""
"933 2.89875214836453e-13 1.19378266896696 0.189 0.034 3.78663993140859e-09 ""22"" ""LOC5565955"""
"934 1.24183570293712e-12 1.18235956533949 0.716 0.427 1.62220997874676e-08 ""22"" ""LOC5569014"""
"935 1.64307466042662e-12 1.13810680273343 0.595 0.261 2.1463484289153e-08 ""22"" ""LOC5563724"""
"936 2.18042511459332e-12 1.20227121079933 0.676 0.326 2.84828932719325e-08 ""22"" ""LOC5575646"""
"937 2.61712791429173e-12 1.20741337620605 0.676 0.356 3.41875419443928e-08 ""22"" ""LOC110676555"""
"938 2.95385480670105e-12 1.13323879652989 0.459 0.166 3.85862053399359e-08 ""22"" ""LOC5571607"""
"939 3.2251342191207e-12 1.00937835902616 0.554 0.217 4.21299283043737e-08 ""22"" ""LOC5570655"""
"940 8.65759293392836e-12 1.00585883235763 0.865 0.608 1.13094136495906e-07 ""22"" ""LOC5567280"""
"941 1.43616582278801e-11 1.12929276838154 0.568 0.238 1.87606341430797e-07 ""22"" ""LOC5575690"""
"942 1.95306977045344e-09 1.01703307814908 0.73 0.452 2.55129504114333e-05 ""22"" ""LOC5564147"""
"943 1.30979321810856e-07 1.43225791662583 0.838 0.768 0.00171098288081521 ""22"" ""LOC5578544"""
"944 2.84913343466176e-07 1.10604310653296 0.865 0.741 0.00372182300569865 ""22"" ""LOC5572373"""
"945 6.73845055951758e-05 1.11040882004184 0.541 0.356 0.880243796589781 ""22"" ""LOC5568626"""
"946 0.00267760171966407 1.5282217277953 0.257 0.147 1 ""22"" ""LOC5566210"""
"947 0 4.85462817137858 1 0.03 0 ""23"" ""Ir75h"""
"948 0 3.21766596717401 0.78 0.01 0 ""23"" ""LOC5579333"""
"949 0 2.05648832042275 0.695 0.005 0 ""23"" ""LOC5565553"""
"950 1.27255004017704e-276 4.21446631211816 1 0.037 1.66233211748326e-272 ""23"" ""MT-AaegL5-0439282"""
"951 3.95341882086032e-255 1.29283066293303 0.39 0.003 5.16435100568984e-251 ""23"" ""LOC5573137"""
"952 1.34504033865325e-220 1.58596519334352 0.407 0.005 1.75702619438274e-216 ""23"" ""LOC110676989"""
"953 2.04955254688966e-191 2.38552438767467 0.78 0.031 2.67733049200196e-187 ""23"" ""LOC5563727"""
"954 6.43174857794879e-184 1.91319712466126 0.695 0.025 8.4017931673745e-180 ""23"" ""LOC5569670"""
"955 2.13562422045997e-169 2.29523840762588 0.881 0.047 2.78976591918685e-165 ""23"" ""LOC5575343"""
"956 1.08687407696395e-138 1.38149184811844 0.492 0.016 1.419783606738e-134 ""23"" ""LOC23687722"""
"957 3.23953111976171e-136 1.03520533347601 0.254 0.003 4.23179950174472e-132 ""23"" ""LOC5564130"""
"958 3.04355232126943e-121 4.28792256755297 1 0.109 3.97579239727426e-117 ""23"" ""LOC5576180"""
"959 3.61791251807454e-107 1.35720612912422 0.424 0.016 4.72607912236077e-103 ""23"" ""LOC5574398"""
"960 6.05935262358137e-105 1.11818183670379 0.305 0.008 7.91533233218434e-101 ""23"" ""LOC5573879"""
"961 3.80042357820524e-103 1.16722807273865 0.288 0.007 4.9644933202095e-99 ""23"" ""LOC5572696"""
"962 2.60283446445208e-98 1.37050507478512 0.407 0.016 3.40008266091375e-94 ""23"" ""LOC5575344"""
"963 1.32103151706077e-89 1.70708192043641 0.508 0.029 1.72566347073648e-85 ""23"" ""LOC5575898"""
"964 1.85904063989711e-89 1.70704176874081 0.627 0.046 2.4284647878976e-85 ""23"" ""LOC5577119"""
"965 1.52136241374081e-84 2.67185151339302 0.915 0.114 1.98735572106962e-80 ""23"" ""Ir8a"""
"966 4.29771590833391e-84 1.70984542075576 0.661 0.056 5.61410629105658e-80 ""23"" ""LOC5571927"""
"967 7.19472461224327e-83 1.04230567236889 0.288 0.009 9.39846876097338e-79 ""23"" ""LOC5571084"""
"968 2.24231748266244e-69 1.84461871314878 0.678 0.071 2.92913932760194e-65 ""23"" ""LOC5565701"""
"969 4.77378285882234e-67 1.49320541910818 0.627 0.061 6.23599254847963e-63 ""23"" ""LOC5563622"""
"970 1.68518851971676e-66 1.54727725244349 0.508 0.04 2.201361763306e-62 ""23"" ""LOC5569566"""
"971 4.32166664644788e-64 1.61705175323277 0.644 0.069 5.64539314025487e-60 ""23"" ""LOC5568465"""
"972 1.64840595789097e-62 3.19538214031921 1 0.263 2.15331270279297e-58 ""23"" ""LOC5564497"""
"973 2.68027411747645e-62 2.27979586916896 0.831 0.122 3.50124207965948e-58 ""23"" ""LOC5576886"""
"974 7.00306729297812e-61 3.28230531402985 1 0.236 9.14810680481732e-57 ""23"" ""LOC5566816"""
"975 9.51289272201364e-59 2.31718471180937 1 0.215 1.24266917627664e-54 ""23"" ""LOC5564764"""
"976 9.24376762476841e-55 1.07682226391826 0.356 0.023 1.2075133648235e-50 ""23"" ""LOC5564579"""
"977 4.97805165020242e-53 1.1682736441549 0.339 0.022 6.50282887065942e-49 ""23"" ""LOC5566059"""
"978 9.87092476791941e-53 1.06096650907453 0.322 0.02 1.28943890243331e-48 ""23"" ""LOC5569237"""
"979 1.84717523820731e-48 1.82959745350016 0.898 0.166 2.41296501367021e-44 ""23"" ""LOC5574148"""
"980 5.27662807728491e-48 2.46711050300244 0.678 0.107 6.89285925735728e-44 ""23"" ""LOC5567994"""
"981 4.66063835986096e-45 2.49038166087309 0.797 0.159 6.08819188948637e-41 ""23"" ""LOC5572158"""
"982 8.42618879453619e-45 1.12939026702161 0.339 0.026 1.10071304223026e-40 ""23"" ""LOC23687740"""
"983 1.9115641246794e-43 1.54516383551755 0.458 0.05 2.4970762160687e-39 ""23"" ""LOC5570879"""
"984 3.35910653391337e-43 2.10895850193269 0.966 0.281 4.38800086525103e-39 ""23"" ""LOC5571968"""
"985 5.33393155836746e-43 1.98745659392093 0.881 0.197 6.96771479469542e-39 ""23"" ""LOC5573385"""
"986 5.67921251159803e-41 1.76352169701368 0.797 0.161 7.4187553039005e-37 ""23"" ""LOC5567138"""
"987 1.99843279609812e-38 1.60546289069833 0.576 0.085 2.61055276154298e-34 ""23"" ""LOC5567008"""
"988 3.31434248749709e-37 2.45014285059054 1 0.863 4.32952559141745e-33 ""23"" ""LOC5567708"""
"989 5.49612963940077e-37 2.08500410985327 0.831 0.213 7.17959414794923e-33 ""23"" ""LOC5571245"""
