;p_val;avg_log2FC;pct.1;pct.2;p_val_adj;cluster;gene;;
1;0;1.5986442682605;0.715;0.231;0;0;LOC105278717;;
2;0;1.29285924073125;1;0.949;0;0;LOC105284583;;
3;0;1.02263909095736;0.992;0.866;0;0;LOC105287556;;
4;1.53950578316968e-259;1.01341695496943;0.807;0.468;1.89035915115405e-255;0;LOC105282464;;
5;8.07756153683937e-228;1.1778904899009;0.7;0.391;9.91843781108506e-224;0;LOC105286591;;
6;3.44308656773757e-14;3.22795011209762;0.257;0.191;4.22776599652496e-10;0;Or5-H6PSE;;
7;1.78442660471958e-09;1.35494114184464;0.28;0.221;2.19109742793518e-05;0;LOC105283195;;
8;9.30608937988826e-248;1.50200879145116;0.542;0.133;1.14269471495648e-243;1;LOC109611417;;
9;7.05267216153841e-237;1.71218745121725;0.874;0.473;8.65997614715302e-233;1;LOC109611385;;
10;1.70141380675732e-206;2.32951374828968;0.672;0.272;2.08916601331731e-202;1;LOC109610657;;
11;7.38223285836764e-142;2.06829703980387;0.934;0.793;9.06464372678963e-138;1;LOC105285750;;
12;4.63666975478542e-66;1.07658144451817;0.288;0.105;5.69336679190102e-62;1;Or5-9E265PSE;;
13;1.97506833655791e-65;1.25936092443258;0.385;0.187;2.42518641045946e-61;1;Or5-9E333;;
14;8.8173395327582e-58;1.22645711666971;0.409;0.218;1.08268112122738e-53;1;Or5-9E334;;
15;1.18817611010126e-51;1.13936746893793;0.357;0.183;1.45896144559334e-47;1;Or5-9E336;;
16;1.99234632071499e-33;1.13085898800338;0.335;0.196;2.44640204720594e-29;1;Or5-9E338;;
17;6.36439251797484e-20;1.05972941490148;0.32;0.214;7.81483757282131e-16;1;Or5-9E340;;
18;0;3.34502344731322;0.924;0.062;0;10;Or5-9E177;;
19;0;3.10828764779014;0.913;0.043;0;10;Or5-9E182;;
20;0;2.96347950532096;0.563;0.036;0;10;Or5-9E170;;
21;0;2.8182455812572;0.485;0.03;0;10;Or5-9E169;;
22;0;2.81290723246807;0.526;0.03;0;10;Or5-9E171;;
23;0;2.52575218484346;0.547;0.027;0;10;Or5-9E172;;
24;0;2.48867561051731;0.575;0.024;0;10;Or5-9E173;;
25;0;2.44109146984037;0.853;0.038;0;10;Or5-9E181;;
26;0;2.33522795100274;0.772;0.022;0;10;Or5-9E180;;
27;0;2.07321166862878;0.641;0.016;0;10;Or5-9E174;;
28;0;1.74798315505086;0.687;0.012;0;10;Or5-9E183PSE;;
29;0;1.68062071534853;0.699;0.011;0;10;Or5-9E179;;
30;0;1.60462378783806;0.694;0.019;0;10;Or5-9E176;;
31;0;1.45931319805182;0.593;0.009;0;10;Or5-9E175;;
32;1.04239909020615e-269;2.68089670694782;1;0.998;1.27996184286413e-265;10;LOC105286974;;
33;1.64202242750867e-258;2.77473463704195;0.407;0.04;2.0162393387379e-254;10;Or5-9E168;;
34;3.49320168346275e-153;1.11878960447823;0.168;0.01;4.28930234712391e-149;10;Or5-9E166;;
35;1.80446405104763e-139;2.3610541018574;0.237;0.024;2.21570140828138e-135;10;Or5-9E167;;
36;2.14320166233281e-34;1.23847514155292;0.267;0.099;2.63163732117846e-30;10;LOC113562188;;
37;0;4.2337989019917;0.862;0.098;0;11;LOC113561461;;
38;0;2.91966657176454;0.456;0.018;0;11;Or5-9E44;;
39;0;2.47056420906736;0.623;0.014;0;11;Or5-9E42;;
40;0;2.41543269707456;0.913;0.042;0;11;LOC105280141;;
41;0;2.30410252131519;0.672;0.031;0;11;Or5-9E30;;
42;0;2.25299614915967;0.656;0.022;0;11;Or5-9E29;;
43;0;2.18545221003117;0.41;0.022;0;11;Or5-9E47;;
44;0;2.16396096325859;0.631;0.018;0;11;Or5-9E31;;
45;0;2.15296134994572;0.474;0.027;0;11;Or5-9E43;;
46;0;1.83492279865537;0.554;0.016;0;11;Or5-9E32;;
47;0;1.8233690339493;0.536;0.019;0;11;Or5-9E36;;
48;0;1.75993930672972;0.459;0.013;0;11;Or5-9E50;;
49;0;1.69659871002549;0.546;0.008;0;11;Or5-9E41;;
50;0;1.63059978077517;0.503;0.009;0;11;Or5-9E35;;
51;0;1.52208630816038;0.567;0.012;0;11;Or5-9E34;;
52;0;1.49761910909745;0.677;0.008;0;11;LOC109611015;;
53;0;1.44692434705249;0.531;0.008;0;11;Or5-9E38;;
54;0;1.41301743311135;0.444;0.008;0;11;Or5-9E33;;
55;0;1.40911231811421;0.351;0.015;0;11;Or5-9E46;;
56;0;1.40696686138956;0.538;0.011;0;11;LOC109611014;;
57;0;1.23323358645829;0.354;0.007;0;11;Or5-9E48;;
58;0;1.18891358666128;0.279;0.007;0;11;Or5-9E49;;
59;0;1.18189599649793;0.479;0.004;0;11;Or5-9E40PSE;;
60;0;1.16141417256681;0.351;0.007;0;11;Or5-9E45;;
61;5.49302361816259e-286;2.10112151495913;0.326;0.019;6.74488370074184e-282;11;Or5-9E51;;
62;2.32849077331451e-63;2.53127880702502;1;1;2.85915382055289e-59;12;LOC113561968;;
63;1.5711162075772e-62;2.29789160190912;1;0.984;1.92917359128405e-58;12;LOC105275422;;
64;1.36914716547955e-61;2.67180102399219;1;0.998;1.68117580449234e-57;12;LOC113562077;;
65;1.81403220672052e-59;2.369672078283;1;0.977;2.22745014663212e-55;12;LOC105287113;;
66;6.9256042270068e-59;2.64048893091582;1;0.988;8.50394943034165e-55;12;LOC105274810;;
67;5.24740488290737e-55;2.24061737804969;1;0.943;6.44328845572196e-51;12;LOC109611483;;
68;4.96667418532733e-51;1.67773112961669;0.828;0.275;6.09857923216343e-47;12;LOC105281851;;
69;2.77566383486675e-46;2.1295211926465;0.808;0.283;3.40823762283288e-42;12;LOC105285557;;
70;4.55394554149659e-44;1.36918657035336;0.919;0.504;5.59178973040367e-40;12;MT-DMN91-013091;;
71;2.37027894259014e-40;1.58015459173142;0.909;0.533;2.91046551360644e-36;12;LOC105282591;;
72;3.2578029038778e-40;1.322335192171;0.727;0.241;4.00025618567155e-36;12;LOC105287641;;
73;1.45788717201578e-38;1.90510746387317;0.646;0.197;1.79013965851818e-34;12;LOC105280250;;
74;1.68800026498723e-38;1.91998776091131;0.899;0.515;2.07269552537782e-34;12;LOC105282422;;
75;5.37895991883574e-38;1.70245913411684;0.778;0.29;6.60482488433841e-34;12;LOC105281730;;
76;7.58444095574709e-37;1.14903667220871;0.848;0.397;9.31293504956185e-33;12;MT-DMN91-013093;;
77;1.17413236971852e-36;1.12900170479135;0.677;0.21;1.44171713677738e-32;12;LOC105275627;;
78;5.66950249353433e-36;1.65016621495461;0.899;0.555;6.96158211181081e-32;12;LOC105282593;;
79;1.07611190323927e-34;1.348716285793;0.808;0.376;1.3213578059875e-30;12;LOC105276844;;
80;2.02447742298593e-34;1.26412349653136;0.919;0.595;2.48585582768442e-30;12;MT-DMN91-013088;;
81;3.1437283206758e-34;1.0250936530038;0.859;0.394;3.86018400495781e-30;12;MT-DMN91-013089;;
82;6.1079232746723e-34;1.20561981783395;0.768;0.317;7.49991898897012e-30;12;LOC105285555;;
83;1.43146918273351e-33;1.23910572245523;0.828;0.368;1.75770100947848e-29;12;LOC105276116;;
84;1.9222216626713e-32;1.06931443710802;0.798;0.368;2.36029597959409e-28;12;MT-DMN91-013087;;
85;6.35569840719575e-32;2.03448730326775;0.667;0.249;7.80416207419566e-28;12;LOC105285556;;
86;4.36063492721406e-31;1.28145217600642;0.667;0.264;5.35442362712615e-27;12;LOC105286659;;
87;2.34248545680921e-30;1.14161735488373;0.737;0.331;2.87633789241602e-26;12;Csp7;;
88;9.81412623760331e-30;1.0945220467213;0.677;0.242;1.20507656071531e-25;12;LOC105287590;;
89;1.25914061715582e-29;1.58004320406078;0.586;0.187;1.54609876380563e-25;12;LOC105278678;;
90;2.99555142231783e-27;1.16387762427901;0.434;0.106;3.67823759146406e-23;12;LOC105281712;;
91;2.21603194919959e-25;1.46825044589526;0.707;0.308;2.72106563042218e-21;12;LOC105278653;;
92;1.36182115440861e-22;1.04747138962969;0.465;0.142;1.67218019549833e-18;12;LOC105278915;;
93;6.52919713352287e-21;1.13183555510373;0.434;0.135;8.01720116025273e-17;12;LOC105286863;;
94;2.34430864735563e-19;1.09268005099456;0.495;0.175;2.87857658808798e-15;12;LOC105281846;;
95;1.14639584585358e-17;1.45777577196597;0.465;0.171;1.40765945912361e-13;12;LOC105287957;;
96;1.77071391542763e-15;1.10440100797264;0.505;0.213;2.17425961675359e-11;12;LOC105279119;;
97;1.8169405681015e-15;1.50900836189354;0.606;0.291;2.23102132357183e-11;12;LOC105283753;;
98;2.10270359280338e-14;1.78076856459623;0.566;0.302;2.58190974160327e-10;12;LOC105285989;;
99;1.96432533903725e-13;1.14699893138907;0.545;0.256;2.41199508380383e-09;12;LOC105281413;;
100;7.61882581768074e-13;1.03360895566411;0.556;0.302;9.35515622153018e-09;12;Csp4;;
101;1.29857221545524e-12;1.12343733881871;0.586;0.294;1.59451682335749e-08;12;LOC105278587;;
102;1.39988026933198e-10;1.03389073641214;0.909;0.81;1.71891298271273e-06;12;LOC105287853;;
103;1.93682605563188e-09;1.17884917993064;0.606;0.403;2.37822871371039e-05;12;LOC105277213;;
104;1.15251534827671e-06;1.29611106456367;0.232;0.091;0.0141517359614897;12;Or5-9E254;;
105;0;3.40476373299419;0.934;0.059;0;13;Or5-9E137;;
106;0;2.7607397678229;0.731;0.034;0;13;Or5-9E140;;
107;0;2.51355186064442;0.519;0.036;0;13;Or5-9E145PSE;;
108;0;2.49637005136484;0.766;0.02;0;13;Or5-9E139;;
109;0;2.40566129154982;0.865;0.022;0;13;Or5-9E138;;
110;0;2.25674337116272;0.915;0.015;0;13;Or5-9E136;;
111;0;2.09838769186666;0.728;0.031;0;13;Or5-9E141;;
112;0;1.95202145746358;0.874;0.021;0;13;LOC109610649;;
113;0;1.82629045051364;0.555;0.022;0;13;Or5-9E149PSE;;
114;0;1.7881893693529;0.657;0.023;0;13;Or5-9E147PSE;;
115;0;1.64909035050559;0.64;0.023;0;13;Or5-9E142PSE;;
116;0;1.57505926794017;0.44;0.009;0;13;Or5-9E144PSE;;
117;0;1.56629043718677;0.374;0.014;0;13;Or5-9E148;;
118;0;1.41997890639062;0.478;0.005;0;13;Or5-9E143PSE;;
119;5.32558062594662e-301;1.08993321395271;0.651;0.083;6.53928045059986e-297;13;LOC105282480;;
120;4.18612284846702e-281;1.59898549919235;0.324;0.018;5.14014024563265e-277;13;Or5-9E150;;
121;1.97245254818031e-280;3.04512221094106;0.409;0.031;2.4219744839106e-276;13;Or5-9E146PSE;;
122;6.96222388541348e-264;2.26614296989131;0.97;0.348;8.54891470889922e-260;13;LOC105285925;;
123;4.21678703806737e-257;1.95701536845479;0.78;0.166;5.17779280404293e-253;13;LOC109611321;;
124;5.73780217593596e-79;2.37847313326171;0.89;0.614;7.04544729183176e-75;13;LOC105282333;;
125;1.53089718989792e-72;1.05112964035574;0.898;0.517;1.87978865947566e-68;13;LOC105277028;;
126;0;3.59735540025717;0.92;0.076;0;14;Or5-9E184;;
127;0;2.62167962939502;0.808;0.044;0;14;Or5-9E185;;
128;0;2.46682568066753;0.662;0.025;0;14;Or5-9E188;;
129;0;2.30925402043367;0.73;0.027;0;14;Or5-9E186;;
130;0;2.13739126933534;0.659;0.028;0;14;Or5-9E191;;
131;0;2.06636529945236;0.516;0.017;0;14;Or5-9E190;;
132;0;2.00061709862405;0.399;0.02;0;14;Or5-9E193;;
133;0;1.94803172056356;0.659;0.017;0;14;Or5-9E187PSE;;
134;0;1.92131555651388;0.511;0.014;0;14;Or5-9E189;;
135;0;1.84683618365733;0.749;0.058;0;14;Or5-9E198;;
136;0;1.51739211757973;0.348;0.011;0;14;Or5-9E194;;
137;0;1.48463752965206;0.363;0.01;0;14;Or5-9E192;;
138;0;1.46843812453282;0.462;0.012;0;14;Or5-9E195;;
139;0;1.46765540071907;0.637;0.02;0;14;Or5-9E197;;
140;3.86265488067043e-176;1.02134418243702;0.151;0.006;4.74295392797522e-172;14;Or5-9E199PSE;;
141;2.25816981489868e-152;1.31302907758289;0.175;0.01;2.77280671571409e-148;14;Or5-9E200;;
142;1.36090202462152e-137;1.33940846030542;0.202;0.017;1.67105159603276e-133;14;Or5-9E196;;
143;1.08573344630436e-73;1.03576293685136;0.114;0.01;1.33317209871713e-69;14;Or5-9E201;;
144;3.73374269262175e-103;1.7475156708263;0.846;0.038;4.58466265227024e-99;15;LOC105280602;;
145;3.37436943051366e-90;2.10110220418716;0.885;0.049;4.14338822372772e-86;15;LOC105282535;;
146;3.12125145996046e-87;1.42448752999991;0.808;0.041;3.83258466768545e-83;15;LOC105279306;;
147;6.33341639535292e-87;2.30248876522651;0.923;0.056;7.77680199185385e-83;15;LOC105274902;;
148;3.05935844339944e-77;1.51940586476563;0.846;0.051;3.75658623265018e-73;15;LOC105277005;;
149;9.53966290075814e-77;1.66594872357352;0.808;0.047;1.17137520758409e-72;15;LOC105282193;;
150;1.39785731856012e-74;2.53897411140782;0.846;0.055;1.71642900145997e-70;15;LOC105283362;;
151;6.65602600068894e-74;1.61170987920431;0.5;0.018;8.17293432624595e-70;15;LOC105287587;;
152;1.25601225958035e-73;1.54149999378469;0.885;0.059;1.54225745353872e-69;15;LOC105287184;;
153;4.86810020603298e-73;1.44021994615339;0.731;0.039;5.9775402429879e-69;15;LOC105285477;;
154;1.00683596101744e-70;1.5869600127416;0.654;0.033;1.23629387653331e-66;15;LOC105282961;;
155;3.83955843516331e-70;2.03648374062474;0.808;0.052;4.71459380253702e-66;15;LOC105282763;;
156;1.38272121593866e-68;1.93517561927192;0.885;0.065;1.69784338105108e-64;15;LOC105279652;;
157;3.23252061144472e-67;1.74930171950662;0.731;0.044;3.96921205879297e-63;15;LOC105277779;;
158;9.25425694885153e-58;1.53212741475211;0.731;0.051;1.13633021074948e-53;15;LOC105283452;;
159;1.43572528859938e-57;2.72817044342049;0.923;0.089;1.76292708187118e-53;15;LOC105280833;;
160;4.50521040602735e-57;2.07785975335553;0.654;0.041;5.53194785756099e-53;15;LOC105284941;;
161;5.95946102253544e-55;1.15701322169659;0.577;0.032;7.31762218957127e-51;15;LOC105277201;;
162;1.13892104049713e-54;1.55923283944082;0.577;0.033;1.39848114562643e-50;15;LOC105279215;;
163;2.74661035730664e-54;2.05322557723638;0.885;0.084;3.37256285773682e-50;15;LOC105282537;;
164;2.87556139482761e-53;1.09954572573887;0.615;0.038;3.53090183670882e-49;15;LOC105284352;;
165;1.48814846841324e-52;1.31376799209933;0.731;0.056;1.82729750436462e-48;15;LOC105275647;;
166;2.27213914446824e-52;1.24919499703127;0.538;0.03;2.78995965549256e-48;15;LOC105276088;;
167;3.01615676208863e-52;1.91551546586533;0.885;0.085;3.70353888816863e-48;15;LOC105287585;;
168;6.51827443968907e-52;1.36240718457348;0.808;0.069;8.00378918449421e-48;15;LOC105283463;;
169;8.31589108572626e-52;2.25474086062162;0.846;0.082;1.02110826641633e-47;15;LOC105275698;;
170;9.65485972626392e-51;1.04477463613265;0.615;0.04;1.18552022578795e-46;15;LOC105283837;;
171;3.41913054418595e-50;2.20272517033048;0.692;0.053;4.19835039520592e-46;15;LOC105274817;;
172;4.25910226840631e-48;1.82923315378196;0.769;0.068;5.22975167537611e-44;15;LOC105277170;;
173;9.39706671176857e-48;2.25459021565142;0.923;0.111;1.15386582153806e-43;15;LOC105280282;;
174;1.06314018865273e-47;1.00225524027214;0.385;0.017;1.30542983764669e-43;15;LOC105279015;;
175;5.95442039956114e-46;1.79138179049964;0.654;0.051;7.31143280862112e-42;15;LOC105285883;;
176;9.03510199857575e-46;1.2993168037833;0.769;0.069;1.10942017440512e-41;15;LOC105281985;;
177;5.29234969763518e-45;2.28360196717158;0.846;0.095;6.49847619372624e-41;15;LOC105282702;;
178;1.35144236274456e-44;2.02160465371267;0.692;0.06;1.65943607721405e-40;15;LOC105284789;;
179;2.36796704854343e-44;2.46740033047775;0.769;0.077;2.90762673890648e-40;15;LOC105285823;;
180;4.85752020625007e-44;2.39451603498587;0.923;0.118;5.96454906125446e-40;15;LOC105284336;;
181;5.8030336666138e-44;2.04328750271357;0.808;0.088;7.12554503923508e-40;15;LOC105284976;;
182;1.97031283798041e-42;1.33645177946554;0.808;0.086;2.41934713375615e-38;15;LOC105284697;;
183;1.00195972358648e-41;2.45509842262134;1;0.162;1.23030634459184e-37;15;LOC105283835;;
184;1.30819555992328e-41;2.12402620886317;0.808;0.092;1.6063333280298e-37;15;LOC113561967;;
185;1.83817721898856e-41;1.48427647383406;0.731;0.072;2.25709780719605e-37;15;LOC105282030;;
186;2.74969433373166e-41;3.99460853279107;1;0.17;3.37634967238911e-37;15;LOC105280000;;
187;6.06048420650697e-41;1.01665192304944;0.654;0.055;7.44166855716991e-37;15;LOC105282500;;
188;9.13766272903867e-41;1.81638815815184;0.692;0.066;1.12201360649866e-36;15;LOC113563164;;
189;6.75288467348445e-40;2.56858769262142;1;0.174;8.29186709057156e-36;15;LOC105282542;;
190;7.87202426468576e-40;3.39129612680476;1;0.172;9.66605859460764e-36;15;LOC105287957;;
191;2.44707742110762e-39;1.54062570624244;0.538;0.039;3.00476636537804e-35;15;LOC105276131;;
192;6.39213464648754e-39;1.90892350450864;0.769;0.085;7.84890213242205e-35;15;LOC105282403;;
193;1.27914033520095e-38;1.54500921199125;0.769;0.088;1.57065641759325e-34;15;LOC105275155;;
194;5.04362895501696e-38;2.57626279531207;0.962;0.162;6.19307199386532e-34;15;LOC105278352;;
195;1.13855822662455e-37;1.77628780265985;0.923;0.136;1.39803564647229e-33;15;LOC105283440;;
196;1.8713700117338e-37;1.10312461336362;0.5;0.035;2.29785523740794e-33;15;Csp2;;
197;2.54519951105797e-37;2.01190737219119;0.692;0.073;3.12525047962808e-33;15;LOC105274982;;
198;4.13729744201203e-36;1.94927252200993;0.962;0.149;5.08018752904657e-32;15;LOC105287966;;
199;7.36534893844009e-36;2.73404390371153;0.885;0.135;9.04391196151058e-32;15;LOC105286863;;
200;7.70443050944945e-36;1.64396601278188;0.846;0.113;9.46027022255298e-32;15;LOC105276377;;
201;1.11677911480837e-35;2.7944937033417;0.846;0.119;1.37129307507319e-31;15;LOC105283216;;
202;2.61633495370222e-35;1.22893661986572;0.538;0.044;3.21259768965095e-31;15;LOC105284342;;
203;2.718975355929e-35;1.02819897889874;0.538;0.044;3.33862983954522e-31;15;LOC105287271;;
204;6.13132151495606e-35;2.0444641412014;0.692;0.08;7.52864968821455e-31;15;LOC105274558;;
205;9.52048788178172e-35;1.74084340451961;0.654;0.067;1.16902070700398e-30;15;LOC105277691;;
206;1.56353060612821e-34;1.58892908821046;0.769;0.096;1.91985923126483e-30;15;LOC105281519;;
207;2.32258007991816e-34;1.29344501135322;0.808;0.099;2.85189608013151e-30;15;LOC105277466;;
208;3.92138110614013e-34;1.23286974113405;0.654;0.069;4.81506386022947e-30;15;LOC105276760;;
209;4.41754829324704e-34;3.1212968116806;0.769;0.106;5.42430754927804e-30;15;LOC105285155;;
210;6.81783913489948e-34;3.8864884508941;1;0.214;8.37162467374307e-30;15;LOC105279119;;
211;1.01708665924908e-33;1.58150220883859;0.769;0.1;1.24888070889195e-29;15;LOC105287672;;
212;1.11065473499597e-33;1.81617581966535;0.769;0.104;1.36377294910156e-29;15;LOC105279913;;
213;2.30642565782673e-33;2.44800117624554;0.962;0.185;2.83206006524544e-29;15;LOC105274942;;
214;2.07237154516951e-32;2.80380984887485;0.808;0.126;2.54466502031364e-28;15;LOC105287290;;
215;7.32669167342142e-32;2.87182699196176;0.923;0.166;8.99644470579417e-28;15;LOC105278246;;
216;7.57037397931002e-32;2.1536159137358;0.923;0.167;9.29566220919477e-28;15;LOC105286039;;
217;8.4189730829855e-32;1.40763062539866;0.615;0.065;1.03376570485979e-27;15;LOC105278781;;
218;1.10267454880731e-31;1.19517182512684;0.538;0.049;1.35397407848049e-27;15;LOC105285110;;
219;1.84872474102963e-31;1.32600645421797;0.615;0.066;2.27004910951028e-27;15;LOC105277848;;
220;2.83074287883841e-31;1.01507422170705;0.577;0.057;3.47586918092568e-27;15;LOC105281240;;
221;9.66437167556098e-31;1.09148158785464;0.654;0.075;1.18668819804213e-26;15;LOC105283614;;
222;1.84113144773603e-30;3.21908178965342;1;0.244;2.26072530467507e-26;15;LOC105287641;;
223;8.54075758068505e-30;1.35102127675576;0.692;0.088;1.04871962333232e-25;15;LOC105286345;;
224;1.1029800222813e-29;1.79567611530642;0.923;0.186;1.35434916935921e-25;15;LOC105278470;;
225;1.32001467589324e-29;2.52544520338754;0.808;0.131;1.62084602052931e-25;15;LOC105284908;;
226;1.93336108269876e-29;1.04670426359355;0.462;0.038;2.37397407344581e-25;15;LOC105282113;;
227;4.46089782953947e-29;1.88469084071304;0.846;0.143;5.47753644489152e-25;15;LOC105278915;;
228;4.66269224088834e-29;1.63471258770469;0.962;0.188;5.7253198025868e-25;15;LOC105281663;;
229;7.31291887137605e-29;1.06535098896279;0.615;0.068;8.97953308216265e-25;15;LOC105275634;;
230;9.8201223285687e-29;3.34337159676211;0.923;0.201;1.20581282072495e-24;15;LOC105283569;;
231;3.00669443607455e-28;1.81371995868427;0.885;0.17;3.69192009805594e-24;15;LOC105279198;;
232;3.11453243967352e-28;2.01608826020153;0.808;0.134;3.82433438267511e-24;15;LOC105275815;;
233;3.18201407188196e-28;3.79239992648381;1;0.292;3.90719507886386e-24;15;LOC105281730;;
234;3.47223024944535e-28;1.62387653323884;0.654;0.083;4.26355152329394e-24;15;LOC105279350;;
235;8.38578992714244e-28;1.70220087796203;0.731;0.112;1.02969114515382e-23;15;LOC105283838;;
236;8.99936730698747e-28;4.34848321366792;1;0.303;1.10503231162499e-23;15;LOC105285989;;
237;9.6315842643553e-28;2.148319679761;0.962;0.224;1.18266223182019e-23;15;LOC105279311;;
238;2.29260573430339e-27;4.22339946233482;1;0.31;2.81509058115113e-23;15;LOC105278653;;
239;2.58498346006818e-27;1.46285064924166;0.885;0.164;3.17410119061772e-23;15;LOC109610681;;
240;8.71808041315519e-27;2.22736905527315;1;0.253;1.07049309393133e-22;15;LOC105279165;;
241;8.38254048169222e-26;2.46009413745436;0.962;0.225;1.02929214574699e-21;15;LOC105279293;;
242;3.09412246679234e-25;2.10514244988412;0.885;0.212;3.79927297697431e-21;15;LOC105275627;;
243;6.1221777034435e-25;1.52672740381945;0.769;0.125;7.51742200205828e-21;15;LOC105282049;;
244;0;2.91653820971902;1;0.156;0;16;LOC105286970;;
245;0;2.882985650008;0.92;0.11;0;16;LOC105287628;;
246;0;2.88061322837457;0.968;0.14;0;16;LOC105285932;;
247;0;2.3588247812905;0.956;0.149;0;16;LOC105284372;;
248;0;2.24488882083139;0.55;0.032;0;16;LOC105279271;;
249;0;1.98025122369527;0.857;0.042;0;16;LOC105286465;;
250;0;1.7987395214412;0.785;0.018;0;16;LOC105275377;;
251;0;1.75800924750413;0.916;0.086;0;16;LOC113561945;;
252;0;1.64454444846149;0.39;0.01;0;16;LOC105279660;;
253;0;1.38297966702275;0.57;0.017;0;16;Ir8a;;
254;0;1.34489003400679;0.438;0.006;0;16;LOC105288169;;
255;0;1.30214978404046;0.386;0.005;0;16;LOC105276027;;
256;0;1.1012816334547;0.582;0.038;0;16;LOC105283221;;
257;0;1.09240331852703;0.486;0.021;0;16;LOC105276963;;
258;0;1.01592685143945;0.506;0.024;0;16;LOC105274656;;
259;0;1.00774616625663;0.43;0.016;0;16;LOC105275836;;
260;3.52307117277765e-304;2.78129315818664;0.41;0.021;4.32597909305368e-300;16;LOC105284810;;
261;1.01242143173095e-301;1.4545717562572;0.618;0.053;1.24315227602244e-297;16;LOC105282479;;
262;9.26416829914814e-299;2.50954578126374;1;0.178;1.1375472254524e-294;16;LOC105280593;;
263;1.57259128657662e-298;3.55737200823961;0.996;0.204;1.93098484078743e-294;16;LOC105274940;;
264;1.46719408291115e-269;2.31663540119073;0.948;0.175;1.8015676144066e-265;16;LOC105281158;;
265;1.34022387628114e-253;2.9273021980797;0.809;0.132;1.64566089768561e-249;16;LOC105287539;;
266;1.55515213244076e-234;1.416645968793;0.283;0.012;1.909571303424e-230;16;Ir315.3;;
267;7.10693977103853e-228;1.38651328846174;0.625;0.071;8.72661134485821e-224;16;LOC105282427;;
268;7.12164666804098e-228;1.74677982300623;0.88;0.156;8.74466994368752e-224;16;LOC105279887;;
269;7.13584659016035e-219;1.22341172735264;0.745;0.112;8.76210602805789e-215;16;LOC105275300;;
270;4.10089280573584e-212;1.50655267347983;0.749;0.117;5.03548627616304e-208;16;LOC105284132;;
271;4.77028429381853e-207;1.59832743806952;0.884;0.183;5.85743208437978e-203;16;LOC105276714;;
272;2.00349258116015e-195;2.27225495142307;0.53;0.062;2.46008854040654e-191;16;LOC105281988;;
273;5.79014813865115e-195;1.5284076071968;0.928;0.22;7.10972289944975e-191;16;LOC105280759;;
274;1.06105395108149e-194;2.147698277331;0.769;0.138;1.30286814653296e-190;16;LOC105278796;;
275;2.40343726999157e-191;1.13220550557727;0.622;0.087;2.95118062382264e-187;16;LOC105287081;;
276;4.74216205967135e-188;1.72235837467065;0.41;0.036;5.82290079307045e-184;16;LOC105277612;;
277;9.72506646094358e-187;1.39656007233688;0.494;0.056;1.19414091073926e-182;16;LOC109610993;;
278;1.02648785100043e-180;1.30556348351512;0.657;0.101;1.26042443224342e-176;16;LOC105277739;;
279;5.09431869216192e-180;1.30844929613123;0.494;0.057;6.25531392210562e-176;16;LOC105275426;;
280;2.04591499706943e-179;3.11332625767127;0.793;0.17;2.51217902490155e-175;16;LOC105284017;;
281;1.33753676626035e-178;1.86904424098506;0.892;0.245;1.64236139529108e-174;16;LOC105285417;;
282;6.55518499764467e-178;1.34553935321303;0.721;0.13;8.04911165860789e-174;16;LOC105277793;;
283;1.08570258698047e-177;2.30459037362062;1;0.404;1.33313420655332e-173;16;LOC113562365;;
284;1.96598292633397e-175;2.45827319149505;0.992;0.344;2.41403043524548e-171;16;LOC105275774;;
285;8.03155727833268e-170;2.21543409673057;0.295;0.02;9.8619491820647e-166;16;Ir315.1;;
286;1.16140062852919e-166;2.0703014793411;0.618;0.103;1.42608383177099e-162;16;LOC105276811;;
287;3.0672418787204e-166;1.29275688772263;0.518;0.065;3.76626630288079e-162;16;LOC105275896;;
288;1.43099391797799e-156;1.39618385465878;0.781;0.182;1.75711743188518e-152;16;LOC105275840;;
289;2.46916204702606e-155;1.38942032571998;0.841;0.204;3.0318840775433e-151;16;LOC105280652;;
290;4.98856401447077e-151;1.4147830150928;0.414;0.046;6.12545775336866e-147;16;LOC105277043;;
291;3.31119459044611e-149;1.31756518767924;0.837;0.214;4.06581583760877e-145;16;LOC105278077;;
292;1.01260357789093e-148;2.48010644889808;0.996;0.514;1.24337593329228e-144;16;LOC105278731;;
293;3.68606632380348e-145;2.08481635868816;0.992;0.453;4.52612083899829e-141;16;LOC105279217;;
294;1.21634719935771e-144;1.01774388979925;0.622;0.111;1.49355272609133e-140;16;LOC105286279;;
295;7.12822140996585e-144;1.22089822787245;0.661;0.125;8.75274306929707e-140;16;LOC105279767;;
296;1.89872630634749e-141;1.12114931621078;0.785;0.185;2.33144603156408e-137;16;LOC105286432;;
297;2.05988340823331e-139;1.21518735994722;0.701;0.147;2.52933083696968e-135;16;LOC105280611;;
298;5.74447007799834e-133;1.63197519661941;0.869;0.281;7.05363480877416e-129;16;LOC105283753;;
299;2.10537089291786e-132;1.4602399587452;0.849;0.252;2.58518491941384e-128;16;LOC105280521;;
300;1.87727275429531e-130;1.70281607993621;0.837;0.255;2.30510321499921e-126;16;LOC105284816;;
301;1.74961775005477e-128;1.76348507426396;0.972;0.418;2.14835563529226e-124;16;LOC105275369;;
302;4.07239650134786e-128;1.06500301392759;0.845;0.237;5.00049566400504e-124;16;LOC105278927;;
